plannin_area,subzone,age_group,sex,count
orchard,tanglin,50-54,f,20
outram,china square,50-54,f,60
outram,chinatown,50-54,f,340
outram,pearl's hill,50-54,f,270
outram,people's park,50-54,f,10
pasir ris,flora drive,50-54,f,590
pasir ris,loyang east,50-54,f,110
pasir ris,pasir ris central,50-54,f,1290
pasir ris,pasir ris drive,50-54,f,3020
pasir ris,pasir ris park,50-54,f,110
pasir ris,pasir ris west,50-54,f,1720
punggol,matilda,50-54,f,610
punggol,northshore,50-54,f,10
punggol,punggol field,50-54,f,1310
punggol,punggol town centre,50-54,f,100
punggol,waterway east,50-54,f,620
queenstown,commonwealth,50-54,f,310
queenstown,dover,50-54,f,500
queenstown,ghim moh,50-54,f,440
queenstown,holland drive,50-54,f,560
queenstown,kent ridge,50-54,f,40
queenstown,margaret drive,50-54,f,340
queenstown,mei chin,50-54,f,710
queenstown,national university of s'pore,50-54,f,10
queenstown,one north,50-54,f,20
queenstown,pasir panjang 1,50-54,f,160
queenstown,pasir panjang 2,50-54,f,150
queenstown,port,50-54,f,10
queenstown,queensway,50-54,f,10
queenstown,singapore polytechnic,50-54,f,10
queenstown,tanglin halt,50-54,f,470
river valley,institution hill,50-54,f,90
river valley,leonie hill,50-54,f,100
river valley,one tree hill,50-54,f,80
river valley,oxley,50-54,f,50
river valley,paterson,50-54,f,10
rochor,bencoolen,50-54,f,60
rochor,farrer park,50-54,f,90
rochor,kampong glam,50-54,f,10
rochor,little india,50-54,f,130
rochor,mount emily,50-54,f,30
rochor,selegie,50-54,f,10
rochor,sungei road,50-54,f,80
rochor,victoria,50-54,f,80
seletar,seletar,50-54,f,20
sembawang,admiralty,50-54,f,450
sembawang,sembawang central,50-54,f,1140
sembawang,sembawang north,50-54,f,900
sembawang,sembawang springs,50-54,f,160
sembawang,sembawang straits,50-54,f,80
sengkang,anchorvale,50-54,f,1060
sengkang,compassvale,50-54,f,410
sengkang,fernvale,50-54,f,850
sengkang,rivervale,50-54,f,2350
sengkang,sengkang town centre,50-54,f,2070
serangoon,lorong chuan,50-54,f,410
serangoon,seletar hills,50-54,f,580
serangoon,serangoon central,50-54,f,1210
serangoon,serangoon garden,50-54,f,1630
serangoon,serangoon north,50-54,f,820
serangoon,upper paya lebar,50-54,f,700
singapore river,boat quay,50-54,f,10
singapore river,clarke quay,50-54,f,10
singapore river,robertson quay,50-54,f,60
southern islands,sentosa,50-54,f,70
sungei kadut,turf club,50-54,f,30
tampines,simei,50-54,f,1980
tampines,tampines east,50-54,f,6330
tampines,tampines west,50-54,f,3480
tampines,xilin,50-54,f,120
tanglin,chatsworth,50-54,f,200
tanglin,nassim,50-54,f,340
tanglin,ridout,50-54,f,70
tanglin,tyersall,50-54,f,150
toa payoh,boon teck,50-54,f,640
toa payoh,braddell,50-54,f,410
toa payoh,joo seng,50-54,f,270
toa payoh,kim keat,50-54,f,350
toa payoh,lorong 8 toa payoh,50-54,f,340
toa payoh,pei chun,50-54,f,450
toa payoh,potong pasir,50-54,f,450
toa payoh,sennett,50-54,f,190
toa payoh,toa payoh central,50-54,f,1160
toa payoh,toa payoh west,50-54,f,570
toa payoh,woodleigh,50-54,f,100
western water catchment,western water catchment,50-54,f,30
woodlands,midview,50-54,f,1450
woodlands,north coast,50-54,f,630
woodlands,woodgrove,50-54,f,1550
woodlands,woodlands east,50-54,f,3680
woodlands,woodlands south,50-54,f,1240
woodlands,woodlands west,50-54,f,1440
yishun,khatib,50-54,f,570
yishun,lower seletar,50-54,f,90
yishun,nee soon,50-54,f,40
yishun,northland,50-54,f,1450
yishun,springleaf,50-54,f,170
yishun,yishun central,50-54,f,70
yishun,yishun east,50-54,f,1970
yishun,yishun south,50-54,f,1860
yishun,yishun west,50-54,f,2560
ang mo kio,ang mo kio town centre,55-59,f,170
ang mo kio,cheng san,55-59,f,1220
ang mo kio,chong boon,55-59,f,1160
ang mo kio,kebun bahru,55-59,f,1000
ang mo kio,sembawang hills,55-59,f,250
ang mo kio,shangri-la,55-59,f,700
ang mo kio,tagore,55-59,f,400
ang mo kio,townsville,55-59,f,960
ang mo kio,yio chu kang east,55-59,f,180
ang mo kio,yio chu kang west,55-59,f,1090
bedok,bayshore,55-59,f,210
bedok,bedok north,55-59,f,3470
bedok,bedok reservoir,55-59,f,990
bedok,bedok south,55-59,f,2070
bedok,frankel,55-59,f,1190
bedok,kaki bukit,55-59,f,1960
bedok,kembangan,55-59,f,1680
bedok,siglap,55-59,f,290
bishan,bishan east,55-59,f,1360
bishan,marymount,55-59,f,1290
bishan,upper thomson,55-59,f,1310
bukit batok,bukit batok central,55-59,f,1130
bukit batok,bukit batok east,55-59,f,700
bukit batok,bukit batok south,55-59,f,580
bukit batok,bukit batok west,55-59,f,660
bukit batok,gombak,55-59,f,340
bukit batok,guilin,55-59,f,460
bukit batok,hillview,55-59,f,710
bukit batok,hong kah north,55-59,f,1280
bukit merah,alexandra hill,55-59,f,630
bukit merah,alexandra north,55-59,f,30
bukit merah,bukit ho swee,55-59,f,660
bukit merah,bukit merah,55-59,f,40
bukit merah,depot road,55-59,f,150
bukit merah,everton park,55-59,f,340
bukit merah,henderson hill,55-59,f,480
bukit merah,kampong tiong bahru,55-59,f,430
bukit merah,maritime square,55-59,f,80
bukit merah,redhill,55-59,f,370
bukit merah,telok blangah drive,55-59,f,580
bukit merah,telok blangah rise,55-59,f,600
bukit merah,telok blangah way,55-59,f,410
bukit merah,tiong bahru,55-59,f,430
bukit merah,tiong bahru station,55-59,f,560
bukit panjang,bangkit,55-59,f,1040
bukit panjang,dairy farm,55-59,f,210
bukit panjang,fajar,55-59,f,880
bukit panjang,jelebu,55-59,f,1380
bukit panjang,nature reserve,55-59,f,140
bukit panjang,saujana,55-59,f,940
bukit panjang,senja,55-59,f,560
bukit timah,anak bukit,55-59,f,980
bukit timah,coronation road,55-59,f,190
bukit timah,farrer court,55-59,f,150
bukit timah,hillcrest,55-59,f,300
bukit timah,holland road,55-59,f,320
bukit timah,leedon park,55-59,f,260
bukit timah,swiss club,55-59,f,190
bukit timah,ulu pandan,55-59,f,390
changi,changi point,55-59,f,30
changi,changi west,55-59,f,20
choa chu kang,choa chu kang central,55-59,f,710
choa chu kang,choa chu kang north,55-59,f,1070
choa chu kang,keat hong,55-59,f,560
choa chu kang,peng siang,55-59,f,1160
choa chu kang,teck whye,55-59,f,1100
choa chu kang,yew tee,55-59,f,1470
clementi,clementi central,55-59,f,540
clementi,clementi north,55-59,f,1120
clementi,clementi west,55-59,f,690
clementi,clementi woods,55-59,f,570
clementi,faber,55-59,f,150
clementi,sunset way,55-59,f,280
clementi,west coast,55-59,f,170
downtown core,bugis,55-59,f,90
downtown core,central subzone,55-59,f,20
downtown core,tanjong pagar,55-59,f,10
geylang,aljunied,55-59,f,1600
geylang,geylang east,55-59,f,1300
geylang,kampong ubi,55-59,f,610
geylang,macpherson,55-59,f,1120
hougang,hougang central,55-59,f,220
hougang,hougang east,55-59,f,930
hougang,hougang west,55-59,f,2420
hougang,kangkar,55-59,f,1090
hougang,kovan,55-59,f,1150
hougang,lorong ah soo,55-59,f,1520
hougang,tai seng,55-59,f,590
hougang,trafalgar,55-59,f,1650
jurong east,lakeside,55-59,f,40
jurong east,teban gardens,55-59,f,700
jurong east,toh guan,55-59,f,760
jurong east,yuhua east,55-59,f,1200
jurong east,yuhua west,55-59,f,870
jurong west,boon lay place,55-59,f,920
jurong west,hong kah,55-59,f,2380
jurong west,jurong west central,55-59,f,2170
jurong west,taman jurong,55-59,f,1230
jurong west,wenya,55-59,f,220
jurong west,yunnan,55-59,f,2440
kallang,bendemeer,55-59,f,1320
kallang,boon keng,55-59,f,440
kallang,crawford,55-59,f,300
kallang,geylang bahru,55-59,f,500
kallang,kampong bugis,55-59,f,50
kallang,kampong java,55-59,f,380
kallang,lavender,55-59,f,320
kallang,tanjong rhu,55-59,f,370
mandai,mandai estate,55-59,f,70
marine parade,katong,55-59,f,330
marine parade,marine parade,55-59,f,1000
marine parade,mountbatten,55-59,f,370
museum,dhoby ghaut,55-59,f,10
museum,fort canning,55-59,f,10
newton,cairnhill,55-59,f,110
newton,goodwood park,55-59,f,30
newton,monk's hill,55-59,f,30
newton,newton circus,55-59,f,10
newton,orange grove,55-59,f,70
novena,balestier,55-59,f,1200
novena,dunearn,55-59,f,130
novena,malcolm,55-59,f,100
novena,moulmein,55-59,f,220
novena,mount pleasant,55-59,f,30
orchard,boulevard,55-59,f,20
orchard,tanglin,55-59,f,20
outram,china square,55-59,f,90
outram,chinatown,55-59,f,350
outram,pearl's hill,55-59,f,280
outram,people's park,55-59,f,10
pasir ris,flora drive,55-59,f,460
pasir ris,loyang east,55-59,f,120
pasir ris,pasir ris central,55-59,f,930
pasir ris,pasir ris drive,55-59,f,2360
pasir ris,pasir ris park,55-59,f,70
pasir ris,pasir ris west,55-59,f,1080
punggol,matilda,55-59,f,580
punggol,northshore,55-59,f,10
punggol,punggol field,55-59,f,1180
punggol,punggol town centre,55-59,f,120
punggol,waterway east,55-59,f,560
queenstown,commonwealth,55-59,f,310
queenstown,dover,55-59,f,440
queenstown,ghim moh,55-59,f,400
queenstown,holland drive,55-59,f,510
queenstown,kent ridge,55-59,f,40
queenstown,margaret drive,55-59,f,340
queenstown,mei chin,55-59,f,670
queenstown,one north,55-59,f,10
queenstown,pasir panjang 1,55-59,f,150
queenstown,pasir panjang 2,55-59,f,160
queenstown,port,55-59,f,10
queenstown,queensway,55-59,f,10
queenstown,tanglin halt,55-59,f,480
river valley,institution hill,55-59,f,100
river valley,leonie hill,55-59,f,80
river valley,one tree hill,55-59,f,80
river valley,oxley,55-59,f,50
rochor,bencoolen,55-59,f,60
rochor,farrer park,55-59,f,110
rochor,little india,55-59,f,140
rochor,mount emily,55-59,f,30
rochor,selegie,55-59,f,10
rochor,sungei road,55-59,f,60
rochor,victoria,55-59,f,110
seletar,seletar,55-59,f,10
sembawang,admiralty,55-59,f,390
sembawang,sembawang central,55-59,f,1000
sembawang,sembawang north,55-59,f,840
sembawang,sembawang springs,55-59,f,130
sembawang,sembawang straits,55-59,f,60
sengkang,anchorvale,55-59,f,1040
sengkang,compassvale,55-59,f,410
sengkang,fernvale,55-59,f,820
sengkang,rivervale,55-59,f,2170
sengkang,sengkang town centre,55-59,f,1910
serangoon,lorong chuan,55-59,f,360
serangoon,seletar hills,55-59,f,580
serangoon,serangoon central,55-59,f,1340
serangoon,serangoon garden,55-59,f,1850
serangoon,serangoon north,55-59,f,710
serangoon,upper paya lebar,55-59,f,770
singapore river,boat quay,55-59,f,10
singapore river,robertson quay,55-59,f,60
southern islands,sentosa,55-59,f,40
sungei kadut,turf club,55-59,f,30
tampines,simei,55-59,f,1760
tampines,tampines east,55-59,f,6300
tampines,tampines west,55-59,f,3380
tampines,xilin,55-59,f,90
tanglin,chatsworth,55-59,f,170
tanglin,nassim,55-59,f,300
tanglin,ridout,55-59,f,50
tanglin,tyersall,55-59,f,140
toa payoh,boon teck,55-59,f,560
toa payoh,braddell,55-59,f,430
toa payoh,joo seng,55-59,f,260
toa payoh,kim keat,55-59,f,400
toa payoh,lorong 8 toa payoh,55-59,f,340
toa payoh,pei chun,55-59,f,450
toa payoh,potong pasir,55-59,f,620
toa payoh,sennett,55-59,f,230
toa payoh,toa payoh central,55-59,f,1060
toa payoh,toa payoh west,55-59,f,550
toa payoh,woodleigh,55-59,f,80
western water catchment,western water catchment,55-59,f,20
woodlands,midview,55-59,f,1080
woodlands,north coast,55-59,f,560
woodlands,woodgrove,55-59,f,1250
woodlands,woodlands east,55-59,f,2770
woodlands,woodlands south,55-59,f,1040
woodlands,woodlands west,55-59,f,1310
yishun,khatib,55-59,f,510
yishun,lower seletar,55-59,f,50
yishun,nee soon,55-59,f,40
yishun,northland,55-59,f,1330
yishun,springleaf,55-59,f,160
yishun,yishun central,55-59,f,70
yishun,yishun east,55-59,f,1670
yishun,yishun south,55-59,f,1740
yishun,yishun west,55-59,f,2520
ang mo kio,ang mo kio town centre,60-64,f,160
ang mo kio,cheng san,60-64,f,1270
ang mo kio,chong boon,60-64,f,1200
ang mo kio,kebun bahru,60-64,f,940
ang mo kio,sembawang hills,60-64,f,230
ang mo kio,shangri-la,60-64,f,700
ang mo kio,tagore,60-64,f,280
ang mo kio,townsville,60-64,f,940
ang mo kio,yio chu kang east,60-64,f,150
ang mo kio,yio chu kang west,60-64,f,1080
bedok,bayshore,60-64,f,180
bedok,bedok north,60-64,f,3370
bedok,bedok reservoir,60-64,f,850
bedok,bedok south,60-64,f,1920
bedok,frankel,60-64,f,1070
bedok,kaki bukit,60-64,f,1520
bedok,kembangan,60-64,f,1410
bedok,siglap,60-64,f,250
bishan,bishan east,60-64,f,1150
bishan,marymount,60-64,f,960
bishan,upper thomson,60-64,f,1120
bukit batok,bukit batok central,60-64,f,910
bukit batok,bukit batok east,60-64,f,550
bukit batok,bukit batok south,60-64,f,370
bukit batok,bukit batok west,60-64,f,580
bukit batok,gombak,60-64,f,310
bukit batok,guilin,60-64,f,420
bukit batok,hillview,60-64,f,560
bukit batok,hong kah north,60-64,f,900
bukit merah,alexandra hill,60-64,f,620
bukit merah,alexandra north,60-64,f,20
bukit merah,bukit ho swee,60-64,f,620
bukit merah,bukit merah,60-64,f,40
bukit merah,depot road,60-64,f,170
bukit merah,everton park,60-64,f,390
bukit merah,henderson hill,60-64,f,440
bukit merah,kampong tiong bahru,60-64,f,410
bukit merah,maritime square,60-64,f,60
bukit merah,redhill,60-64,f,330
bukit merah,telok blangah drive,60-64,f,620
bukit merah,telok blangah rise,60-64,f,670
bukit merah,telok blangah way,60-64,f,390
bukit merah,tiong bahru,60-64,f,470
bukit merah,tiong bahru station,60-64,f,450
bukit panjang,bangkit,60-64,f,790
bukit panjang,dairy farm,60-64,f,160
bukit panjang,fajar,60-64,f,680
bukit panjang,jelebu,60-64,f,1040
bukit panjang,nature reserve,60-64,f,110
bukit panjang,saujana,60-64,f,620
bukit panjang,senja,60-64,f,470
bukit timah,anak bukit,60-64,f,760
bukit timah,coronation road,60-64,f,170
bukit timah,farrer court,60-64,f,150
bukit timah,hillcrest,60-64,f,230
bukit timah,holland road,60-64,f,280
bukit timah,leedon park,60-64,f,200
bukit timah,swiss club,60-64,f,170
bukit timah,ulu pandan,60-64,f,380
changi,changi point,60-64,f,30
changi,changi west,60-64,f,10
choa chu kang,choa chu kang central,60-64,f,510
choa chu kang,choa chu kang north,60-64,f,710
choa chu kang,keat hong,60-64,f,360
choa chu kang,peng siang,60-64,f,860
choa chu kang,teck whye,60-64,f,840
choa chu kang,yew tee,60-64,f,900
clementi,clementi central,60-64,f,550
clementi,clementi north,60-64,f,1340
clementi,clementi west,60-64,f,680
clementi,clementi woods,60-64,f,580
clementi,faber,60-64,f,140
clementi,sunset way,60-64,f,300
clementi,west coast,60-64,f,160
downtown core,bugis,60-64,f,120
downtown core,central subzone,60-64,f,10
downtown core,tanjong pagar,60-64,f,10
geylang,aljunied,60-64,f,1420
geylang,geylang east,60-64,f,1150
geylang,kampong ubi,60-64,f,450
geylang,macpherson,60-64,f,950
hougang,hougang central,60-64,f,150
hougang,hougang east,60-64,f,690
hougang,hougang west,60-64,f,1870
hougang,kangkar,60-64,f,850
hougang,kovan,60-64,f,830
hougang,lorong ah soo,60-64,f,1310
hougang,tai seng,60-64,f,500
hougang,trafalgar,60-64,f,1190
jurong east,lakeside,60-64,f,40
jurong east,teban gardens,60-64,f,790
jurong east,toh guan,60-64,f,530
jurong east,yuhua east,60-64,f,1070
jurong east,yuhua west,60-64,f,760
jurong west,boon lay place,60-64,f,880
jurong west,hong kah,60-64,f,2130
jurong west,jurong west central,60-64,f,1680
jurong west,taman jurong,60-64,f,1000
jurong west,wenya,60-64,f,160
jurong west,yunnan,60-64,f,1970
kallang,bendemeer,60-64,f,1230
kallang,boon keng,60-64,f,370
kallang,crawford,60-64,f,330
kallang,geylang bahru,60-64,f,440
kallang,kampong bugis,60-64,f,40
kallang,kampong java,60-64,f,400
kallang,lavender,60-64,f,320
kallang,tanjong rhu,60-64,f,310
mandai,mandai estate,60-64,f,40
marine parade,katong,60-64,f,300
marine parade,marine parade,60-64,f,950
marine parade,mountbatten,60-64,f,310
newton,cairnhill,60-64,f,100
newton,goodwood park,60-64,f,20
newton,monk's hill,60-64,f,20
newton,orange grove,60-64,f,60
novena,balestier,60-64,f,1020
novena,dunearn,60-64,f,140
novena,malcolm,60-64,f,80
novena,moulmein,60-64,f,220
novena,mount pleasant,60-64,f,20
orchard,boulevard,60-64,f,20
orchard,somerset,60-64,f,10
orchard,tanglin,60-64,f,10
outram,china square,60-64,f,90
outram,chinatown,60-64,f,340
outram,pearl's hill,60-64,f,300
outram,people's park,60-64,f,20
pasir ris,flora drive,60-64,f,330
pasir ris,loyang east,60-64,f,70
pasir ris,pasir ris central,60-64,f,580
pasir ris,pasir ris drive,60-64,f,1570
pasir ris,pasir ris park,60-64,f,50
pasir ris,pasir ris west,60-64,f,740
punggol,matilda,60-64,f,610
punggol,northshore,60-64,f,10
punggol,punggol field,60-64,f,920
punggol,punggol town centre,60-64,f,110
punggol,waterway east,60-64,f,480
queenstown,commonwealth,60-64,f,270
queenstown,dover,60-64,f,380
queenstown,ghim moh,60-64,f,390
queenstown,holland drive,60-64,f,570
queenstown,kent ridge,60-64,f,50
queenstown,margaret drive,60-64,f,330
queenstown,mei chin,60-64,f,550
queenstown,one north,60-64,f,10
queenstown,pasir panjang 1,60-64,f,120
queenstown,pasir panjang 2,60-64,f,150
queenstown,port,60-64,f,10
queenstown,queensway,60-64,f,10
queenstown,tanglin halt,60-64,f,460
river valley,institution hill,60-64,f,90
river valley,leonie hill,60-64,f,60
river valley,one tree hill,60-64,f,50
river valley,oxley,60-64,f,50
rochor,bencoolen,60-64,f,60
rochor,farrer park,60-64,f,110
rochor,little india,60-64,f,150
rochor,mount emily,60-64,f,30
rochor,selegie,60-64,f,10
rochor,sungei road,60-64,f,90
rochor,victoria,60-64,f,90
seletar,seletar,60-64,f,10
sembawang,admiralty,60-64,f,310
sembawang,sembawang central,60-64,f,610
sembawang,sembawang north,60-64,f,620
sembawang,sembawang springs,60-64,f,110
sembawang,sembawang straits,60-64,f,30
sengkang,anchorvale,60-64,f,800
sengkang,compassvale,60-64,f,350
sengkang,fernvale,60-64,f,690
sengkang,rivervale,60-64,f,1570
sengkang,sengkang town centre,60-64,f,1250
serangoon,lorong chuan,60-64,f,230
serangoon,seletar hills,60-64,f,470
serangoon,serangoon central,60-64,f,1120
serangoon,serangoon garden,60-64,f,1650
serangoon,serangoon north,60-64,f,550
serangoon,upper paya lebar,60-64,f,600
singapore river,robertson quay,60-64,f,50
southern islands,sentosa,60-64,f,30
sungei kadut,turf club,60-64,f,20
tampines,simei,60-64,f,1270
tampines,tampines east,60-64,f,4640
tampines,tampines west,60-64,f,2550
tampines,xilin,60-64,f,50
tanglin,chatsworth,60-64,f,160
tanglin,nassim,60-64,f,260
tanglin,ridout,60-64,f,50
tanglin,tyersall,60-64,f,120
toa payoh,boon teck,60-64,f,520
toa payoh,braddell,60-64,f,380
toa payoh,joo seng,60-64,f,260
toa payoh,kim keat,60-64,f,300
toa payoh,lorong 8 toa payoh,60-64,f,310
toa payoh,pei chun,60-64,f,350
toa payoh,potong pasir,60-64,f,570
toa payoh,sennett,60-64,f,170
toa payoh,toa payoh central,60-64,f,860
toa payoh,toa payoh west,60-64,f,510
toa payoh,woodleigh,60-64,f,70
western water catchment,western water catchment,60-64,f,10
woodlands,midview,60-64,f,700
woodlands,north coast,60-64,f,500
woodlands,woodgrove,60-64,f,770
woodlands,woodlands east,60-64,f,1820
woodlands,woodlands south,60-64,f,760
woodlands,woodlands west,60-64,f,970
yishun,khatib,60-64,f,390
yishun,lower seletar,60-64,f,30
yishun,nee soon,60-64,f,20
yishun,northland,60-64,f,950
yishun,springleaf,60-64,f,150
yishun,yishun central,60-64,f,60
yishun,yishun east,60-64,f,1260
yishun,yishun south,60-64,f,1300
yishun,yishun west,60-64,f,1910
ang mo kio,ang mo kio town centre,65-69,f,150
ang mo kio,cheng san,65-69,f,970
ang mo kio,chong boon,65-69,f,1050
ang mo kio,kebun bahru,65-69,f,870
ang mo kio,sembawang hills,65-69,f,210
ang mo kio,shangri-la,65-69,f,610
ang mo kio,tagore,65-69,f,190
ang mo kio,townsville,65-69,f,880
ang mo kio,yio chu kang east,65-69,f,100
ang mo kio,yio chu kang west,65-69,f,780
bedok,bayshore,65-69,f,140
bedok,bedok north,65-69,f,2810
bedok,bedok reservoir,65-69,f,600
bedok,bedok south,65-69,f,1600
bedok,frankel,65-69,f,890
bedok,kaki bukit,65-69,f,1080
bedok,kembangan,65-69,f,1170
bedok,siglap,65-69,f,280
bishan,bishan east,65-69,f,890
bishan,marymount,65-69,f,700
bishan,upper thomson,65-69,f,930
bukit batok,bukit batok central,65-69,f,610
bukit batok,bukit batok east,65-69,f,380
bukit batok,bukit batok south,65-69,f,220
bukit batok,bukit batok west,65-69,f,350
bukit batok,gombak,65-69,f,240
bukit batok,guilin,65-69,f,270
bukit batok,hillview,65-69,f,330
bukit batok,hong kah north,65-69,f,590
bukit merah,alexandra hill,65-69,f,530
bukit merah,alexandra north,65-69,f,20
bukit merah,bukit ho swee,65-69,f,560
bukit merah,bukit merah,65-69,f,60
bukit merah,depot road,65-69,f,160
bukit merah,everton park,65-69,f,330
bukit merah,henderson hill,65-69,f,450
bukit merah,kampong tiong bahru,65-69,f,410
bukit merah,maritime square,65-69,f,40
bukit merah,redhill,65-69,f,310
bukit merah,telok blangah drive,65-69,f,630
bukit merah,telok blangah rise,65-69,f,610
bukit merah,telok blangah way,65-69,f,390
bukit merah,tiong bahru,65-69,f,440
bukit merah,tiong bahru station,65-69,f,520
bukit panjang,bangkit,65-69,f,550
bukit panjang,dairy farm,65-69,f,100
bukit panjang,fajar,65-69,f,460
bukit panjang,jelebu,65-69,f,670
bukit panjang,nature reserve,65-69,f,80
bukit panjang,saujana,65-69,f,370
bukit panjang,senja,65-69,f,340
bukit timah,anak bukit,65-69,f,590
bukit timah,coronation road,65-69,f,170
bukit timah,farrer court,65-69,f,150
bukit timah,hillcrest,65-69,f,220
bukit timah,holland road,65-69,f,230
bukit timah,leedon park,65-69,f,180
bukit timah,swiss club,65-69,f,120
bukit timah,ulu pandan,65-69,f,360
changi,changi point,65-69,f,20
changi,changi west,65-69,f,10
choa chu kang,choa chu kang central,65-69,f,370
choa chu kang,choa chu kang north,65-69,f,470
choa chu kang,keat hong,65-69,f,230
choa chu kang,peng siang,65-69,f,560
choa chu kang,teck whye,65-69,f,600
choa chu kang,yew tee,65-69,f,590
clementi,clementi central,65-69,f,480
clementi,clementi north,65-69,f,1240
clementi,clementi west,65-69,f,570
clementi,clementi woods,65-69,f,570
clementi,faber,65-69,f,90
clementi,sunset way,65-69,f,210
clementi,west coast,65-69,f,140
downtown core,bugis,65-69,f,110
downtown core,central subzone,65-69,f,10
geylang,aljunied,65-69,f,1180
geylang,geylang east,65-69,f,1070
geylang,kampong ubi,65-69,f,290
geylang,macpherson,65-69,f,790
hougang,hougang central,65-69,f,110
hougang,hougang east,65-69,f,490
hougang,hougang west,65-69,f,1240
hougang,kangkar,65-69,f,660
hougang,kovan,65-69,f,620
hougang,lorong ah soo,65-69,f,1080
hougang,tai seng,65-69,f,350
hougang,trafalgar,65-69,f,870
jurong east,lakeside,65-69,f,30
jurong east,teban gardens,65-69,f,640
jurong east,toh guan,65-69,f,320
jurong east,yuhua east,65-69,f,860
jurong east,yuhua west,65-69,f,520
jurong west,boon lay place,65-69,f,610
jurong west,hong kah,65-69,f,1520
jurong west,jurong west central,65-69,f,990
jurong west,taman jurong,65-69,f,700
jurong west,wenya,65-69,f,140
jurong west,yunnan,65-69,f,1250
kallang,bendemeer,65-69,f,1020
kallang,boon keng,65-69,f,340
kallang,crawford,65-69,f,350
kallang,geylang bahru,65-69,f,390
kallang,kampong bugis,65-69,f,30
kallang,kampong java,65-69,f,410
kallang,lavender,65-69,f,270
kallang,tanjong rhu,65-69,f,250
mandai,mandai estate,65-69,f,40
marine parade,katong,65-69,f,260
marine parade,marine parade,65-69,f,980
marine parade,mountbatten,65-69,f,280
newton,cairnhill,65-69,f,80
newton,goodwood park,65-69,f,20
newton,monk's hill,65-69,f,30
newton,newton circus,65-69,f,10
newton,orange grove,65-69,f,50
novena,balestier,65-69,f,940
novena,dunearn,65-69,f,110
novena,malcolm,65-69,f,70
novena,moulmein,65-69,f,160
novena,mount pleasant,65-69,f,10
orchard,boulevard,65-69,f,10
orchard,somerset,65-69,f,10
orchard,tanglin,65-69,f,20
outram,china square,65-69,f,80
outram,chinatown,65-69,f,340
outram,pearl's hill,65-69,f,270
outram,people's park,65-69,f,20
pasir ris,flora drive,65-69,f,210
pasir ris,loyang east,65-69,f,50
pasir ris,pasir ris central,65-69,f,410
pasir ris,pasir ris drive,65-69,f,1060
pasir ris,pasir ris park,65-69,f,30
pasir ris,pasir ris west,65-69,f,490
punggol,matilda,65-69,f,430
punggol,northshore,65-69,f,10
punggol,punggol field,65-69,f,720
punggol,punggol town centre,65-69,f,70
punggol,waterway east,65-69,f,380
queenstown,commonwealth,65-69,f,290
queenstown,dover,65-69,f,410
queenstown,ghim moh,65-69,f,500
queenstown,holland drive,65-69,f,600
queenstown,kent ridge,65-69,f,20
queenstown,margaret drive,65-69,f,320
queenstown,mei chin,65-69,f,460
queenstown,one north,65-69,f,10
queenstown,pasir panjang 1,65-69,f,100
queenstown,pasir panjang 2,65-69,f,90
queenstown,port,65-69,f,10
queenstown,queensway,65-69,f,10
queenstown,tanglin halt,65-69,f,520
river valley,institution hill,65-69,f,90
river valley,leonie hill,65-69,f,50
river valley,one tree hill,65-69,f,50
river valley,oxley,65-69,f,50
rochor,bencoolen,65-69,f,50
rochor,farrer park,65-69,f,90
rochor,little india,65-69,f,130
rochor,mount emily,65-69,f,20
rochor,selegie,65-69,f,10
rochor,sungei road,65-69,f,100
rochor,victoria,65-69,f,100
sembawang,admiralty,65-69,f,240
sembawang,sembawang central,65-69,f,390
sembawang,sembawang north,65-69,f,380
sembawang,sembawang springs,65-69,f,90
sembawang,sembawang straits,65-69,f,40
sengkang,anchorvale,65-69,f,580
sengkang,compassvale,65-69,f,280
sengkang,fernvale,65-69,f,550
sengkang,rivervale,65-69,f,1090
sengkang,sengkang town centre,65-69,f,850
serangoon,lorong chuan,65-69,f,190
serangoon,seletar hills,65-69,f,380
serangoon,serangoon central,65-69,f,840
serangoon,serangoon garden,65-69,f,1310
serangoon,serangoon north,65-69,f,310
serangoon,upper paya lebar,65-69,f,500
singapore river,robertson quay,65-69,f,40
southern islands,sentosa,65-69,f,20
sungei kadut,gali batu,65-69,f,10
sungei kadut,turf club,65-69,f,20
tampines,simei,65-69,f,920
tampines,tampines east,65-69,f,3150
tampines,tampines west,65-69,f,1630
tampines,xilin,65-69,f,30
tanglin,chatsworth,65-69,f,130
tanglin,nassim,65-69,f,210
tanglin,ridout,65-69,f,40
tanglin,tyersall,65-69,f,90
toa payoh,boon teck,65-69,f,510
toa payoh,braddell,65-69,f,320
toa payoh,joo seng,65-69,f,220
toa payoh,kim keat,65-69,f,310
toa payoh,lorong 8 toa payoh,65-69,f,270
toa payoh,pei chun,65-69,f,390
toa payoh,potong pasir,65-69,f,490
toa payoh,sennett,65-69,f,150
toa payoh,toa payoh central,65-69,f,870
toa payoh,toa payoh west,65-69,f,500
toa payoh,woodleigh,65-69,f,50
woodlands,midview,65-69,f,480
woodlands,north coast,65-69,f,400
woodlands,woodgrove,65-69,f,510
woodlands,woodlands east,65-69,f,1230
woodlands,woodlands south,65-69,f,560
woodlands,woodlands west,65-69,f,710
yishun,khatib,65-69,f,270
yishun,lower seletar,65-69,f,30
